name,actual_price,discount_price,rating
Hp Stream 14 (Intel Celeron 4GB/32GB EMMC 14 Inches Windows 10,,"₦ 235,000",4 out of 5(1)
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"DELL LATITUDE 7320 CORE I7-1185G7,512SSD/16GB RAM, Backlit Keyboard Win10 Pro",,"₦ 760,000",
Hp ProBook 11 X360- TOUCH Intel Celeron 512GB 4GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD,"₦ 208,000","₦ 207,000",
Hp Laptop 15 INTEL CELERON Quad Core 8GB RAM/1TB HDD Windows 11,"₦ 510,000","₦ 280,000",4 out of 5(1)
"Lenovo Ideapad 15 10th Gen, Intel Core I3 8GB RAM,1TB HDD Wins 10+ Mouse","₦ 309,000","₦ 290,500",4 out of 5(1)
"Hp PAVILION 13 11TH GEN INTEL CORE I3 8GB RAM 256GB SSD BACKLIT KEYBOARD 13.3""FHD WINS 10","₦ 505,000","₦ 483,000",
"Hp PAVILION 14 11TH GEN INTEL CORE I3 8GB RAM 256GB SSD BACKLIT KEYBOARD 14""FHD WINS 11","₦ 500,000","₦ 482,500",
Hp 255 G7 AMD Quad Core 4GB RAM 500GB HDD Windows 10 + Bag,,"₦ 235,000",
DELL Vostro 15 Hybrid- 1TB + 256GB SSHD- 12GB RAM- Intel Core I3- 11TH Gen- Windows 11 Laptop + BAG,"₦ 400,000","₦ 399,999",
DELL XPS 15' 9530 13TH GEN CI7 512GB 16GB 4GB INTEL ARC GRAPHICS,,"₦ 1,820,900",
"Asus X515EA Intel Core I7 1165G7 15.6"" 8GB RAM/256GB SSD Win 11 + Free Canon MG2540 AIO Color Printer","₦ 539,990","₦ 519,990",
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB SSD WIN 10+ MOUSE,"₦ 170,000","₦ 103,500",3.2 out of 5(5)
Hp Laptop 15 INTEL CELERON Quad Core `16GB RAM -1TB HDD Windows 11 + USB Light For Keyboard,"₦ 350,000","₦ 348,000",
Hp Pavilion 15 1Tera Byte 12th Gen Touchscreen Intel Core I7,"₦ 950,000","₦ 815,000",
"Hp 15 VICTUS GAMING, 12TH GEN INTEL CORE I5, 8GB RAM, 512GB SSD,4GB NVIDIA RTX 3050 WINS 11","₦ 920,000","₦ 890,000",
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 390,000","₦ 350,000",
Hp ELITEBOOK 840 G8 11TH GEN CORE I7 16GB RAM 512GB SSD BACKLIT,,"₦ 1,945,800",
Hp EliteBook 840 G5 Intel Core I5- TOUCH 12GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro,"₦ 966,000","₦ 400,000",4.7 out of 5(3)
Hp ProBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 200,000","₦ 190,000",
"Hp Stream14 Intel Celeron(32gb Mmc,4gb RAM)""14-Inch""Windows10+32 Flash Mouse Drive,black",,"₦ 110,000",4 out of 5(2)
Hp ProBook X360 11 G1 Touchscreen- Intel Pentium N4200 - 4GB RAM - 128GB SSD - Win 10,,"₦ 172,000",5 out of 5(1)
"Hp Envy 17 11th Gen Intel Core I7(16GB,1TB SSD)17.3 Touchscreen/Backlit Keys Wins 10","₦ 1,450,000","₦ 1,390,000",
USB Wireless Presenter Powerpoint Clicker Presentation Remote Control Pen Black,"₦ 6,289","₦ 4,549",5 out of 5(1)
"Hp Pavilion 14 X360-11th Gen Intel Core I5- 8gb Ram, 256gb Ssd, Fhd,Fingerprint,Win 10","₦ 698,000","₦ 603,250",
Hp 250 G8 Intel Celeron 8GB RAM 1TB HDD Windows 10 + Mouse,"₦ 265,000","₦ 255,700",
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,,"₦ 183,000",3.9 out of 5(11)
Lenovo LEGION 7GAMING CI9 12TH GEN 2TBSSD 32GB W11 16GB NVIDIA GRAY,,"₦ 3,068,800",
"Asus Zenbook 14 11th Gen, Intel Core I7 8GB RAM, 512GB SSD Backlit Keyboard, Win11+ Sleeve","₦ 850,000","₦ 810,000",
"Hp ELITEBOOK 840G8, COREI7, 11TH GEN, 512SSD , 16GB RAM, HP PREMIUM BACKLIT KEYBOARD , 14'' BT, WIN 10PRO",,"₦ 980,000",
"Hp Envy 15 X360 12th Gen, Intel Core I7 (16GB/1TB SSD) Touch/Backlit Keyboard,  Wins 11+Headset","₦ 1,099,000","₦ 1,052,500",
"Hp Omen 16 Gaming 11th Gen Intel Core I7, 32GB DDR4,1TB SSD, 8GB NVIDIA RTX3070,16.1"",Windows 11","₦ 1,990,000","₦ 1,950,000",
DELL Vostro 15-  Intel Core I3- 8GB RAM/Backlit Keyboard/1TB HDD-11TH Gen- Windows 11 Laptop + Mouse,"₦ 400,000","₦ 335,999",
DELL Vostro 15 Hybrid- 1TB -12GB RAM Intel Core I3- 11TH Gen- Windows 11 Laptop + 32G FLASH,"₦ 500,000","₦ 495,000",
DELL Vostro 15 Laptop- Intel Core I3- 16GB RAM/11th GEN/256GB SSD- Windows 11+ USB Light For Keyboard,"₦ 400,000","₦ 399,999",
Hp ProBook 11 X360- TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 300,000","₦ 190,000",4.1 out of 5(9)
"Hp 15-da0033wm 15.6"" Touchscreen - Intel Core I3-8130U 2.2GHz 4GB RAM 1TB HD DVDRW Win 10+32GB Flash Drive",,"₦ 495,000",
Asus Vivobook X515JA Intel Core I5 4GB RAM/512GB SSD Win 11 - Silver,"₦ 489,990","₦ 479,590",
Msi RAIDER GE68HX 13VF,,"₦ 2,100,000",
"Hp Elitebook 840 G8 Ci5/14""/16gb/1tbhd/finger Print/ W10Pro","₦ 560,000","₦ 532,000",
Lenovo Ideapad 3- INTEL CORE I7 1TB 12GB RAM 11TH GEN WINS 10 PRO + FREE BAG,"₦ 690,000","₦ 675,500",
"Hp 15 Touchscreen Intel Core I3-10110U,8GB,1TB HDD,Wins 10","₦ 416,000","₦ 410,000",3 out of 5(4)
"Hp 14 12TH GEN INTEL CORE I3 Up To 4.4GHz 8GB RAM 256GB SSD 14"" FHD WINS 10","₦ 395,000","₦ 380,600",
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 500,000","₦ 350,000",
DELL ALIENWARE M18 R1,,"₦ 4,000,000",
"Hp Intel Pentium Touch Screen Smart (500GB HDD, 4GB RAM +BAG, 32GB Flash Windows 10 Smart Laptop- RED Color",,"₦ 370,000",5 out of 5(1)
Asus VIVOBOOK 15 X515J (X515JA-BR3991W),,"₦ 255,060",
Double Adjustable Table Laptop,,"₦ 56,000",
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11","₦ 380,000","₦ 355,000",
"Asus Zenbook 14 UX425EA Intel Core I5 14"" FHD  8GB RAM 256GB SSD  Win 11 - Pine Grey","₦ 600,000","₦ 555,000",
Hp ProBook 11 G1 X360 Convertible Intel Pentium Laptop 4GB RAM 256G Touchscreen Windows 10,,"₦ 175,000",
"Hp PAVILION X 360  15-ER1015NIA  CONVERTIBLE Core I5 12th Gen,  8GB ,512GB SSD, Wins11,  Backlit Keyboard, Touchscreen + Mouse",,"₦ 735,000",5 out of 5(1)
Hp 15 Intel Celeron N4020 8GB RAM 1TB HDD Windows 10 + Mouse,"₦ 275,000","₦ 251,900",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 375,000",4.5 out of 5(15)
"Lenovo Ideapad  4GBRAM - 1TB HDD Intel Celeron Dual Core= 32GB Flash, Mouse - USB Light - Up To 2.4Ghz) Windows 10 Laptop","₦ 400,000","₦ 195,000",
Hp Pavilion X360 14 12th Gen Ci7 512gbssd 16gb Ram Touch Win 11,,"₦ 924,800",
DELL Vostro 15-inch Laptop- Intel Core I3- 8GB RAM/11th GEN/1TB HDD- Windows 11+ USB Light For Keyboard,"₦ 400,000","₦ 399,999",
"Hp Pavilion 15 X360 11th Gen Intel Core™ I3,512 SSD, 16GB RAM Touchscreen, Wins 10 + Free Mouse","₦ 790,000","₦ 740,000",
Hp 14 AMD Athlon Silver - 8GB RAM 1TB HDD Windows 10 Pro- 2.3GHz To 3.2GHz +Free Mouse,,"₦ 230,000",
"Hp 14 Intel Celeron N4020 8GB 1TB HDD 14"" Wins 10",,"₦ 245,400",
"DELL VOSTRO 15 11TH GEN INTEL CORE I7 16GB RAM 512GB SSD INTEL IRIS XE 15"" FHD WINS 10+ Mouse","₦ 730,000","₦ 681,500",
"Hp Pavilion 15 X360 11th Gen Intel Core™ I7,16GB RAM 1TB SSD, Backlit Keyboard, 15.6"" Touch Wins 11","₦ 980,000","₦ 940,000",5 out of 5(1)
Hp Stream 14 Celeron 4GB RAM 64GB SSD Windows 10+POUCH,,"₦ 175,000",
Msi Titan GT77HX 13VI,,"₦ 4,950,000",
Hp Notebook 15-AMD RYZEN 3 -16GB RAM/1TBGB HDD - Windows 10,,"₦ 345,000",
Hp Pavilion 14 X360 11th Gen-Core-i3 512 SSD/8GB /Touchscreen,"₦ 785,000","₦ 720,000",
"Hp 14 12TH GEN INTEL CORE I3 Up To 4.4GHz 8GB RAM 256GB SSD 14"" FHD WINDOWS 10","₦ 425,000","₦ 381,000",
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11+ Bag","₦ 390,500","₦ 360,000",
"Hp 15 TOUCHSCREEN 11TH GEN, INTEL CORE I3, 16GB RAM, 256GB SSD, WINS 11 + Mouse","₦ 425,500","₦ 415,000",5 out of 5(1)
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,"₦ 750,000","₦ 375,000",3.8 out of 5(14)
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro,"₦ 490,000","₦ 395,000",5 out of 5(3)
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +BAG,"₦ 790,000","₦ 380,000",5 out of 5(1)
Lenovo ThinkPad E14 Gen 2 Core I7-1165G7 1TB SSD 16GB TOUCH WIN10 P,,"₦ 990,700",
Hp ProBook 11 X360- TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,,"₦ 190,000",5 out of 5(2)
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 370,000",
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 360,000",
"Lenovo ThinkPad E15 Gen 4- 12th Gen, Intel Core I5/10 Cores 16GB RAM 512SSD Backlit Keyboard Wins 11",,"₦ 710,000",
"Hp Notebook 15 Intel Core I3 16GB RAM, 1TB HDD-WIN 10+ 32GB Flash","₦ 550,000","₦ 495,000",5 out of 5(4)
"DELL Inspiron 15 Touchscreen Intel Core I5 8GB/256GB SSD 15.6"" FHD Display Wins 11","₦ 485,000","₦ 468,500",5 out of 5(1)
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 580,000","₦ 375,000",4.5 out of 5(2)
Hp Pavilion 15 11th Gen Intel Core I5 12GB/512GB SSD Win 11,,"₦ 690,700",
Hp Spectre 16 X360 Core I7 512GB SSD+32GB Optane 16GB RAM WIN11,"₦ 1,590,000","₦ 1,530,000",
"Hp Envy 15 X360 12th Gen, Intel Core I7 (16GB/1TB SSD) Touch/Backlit Keyboard,  Wins 11+Bag","₦ 1,119,000","₦ 1,053,500",
"Hp PAVILION GAMING 17 11TH GEN INTEL CORE I7 16GB RAM 1TB SSD RTX 3050 4GB 17.3"" WINS 11","₦ 1,199,000","₦ 1,181,000",
"Hp 15 Intel Core I3-10110U,12GB,1TB HDD Touchscreen, Wins 10 + Mouse","₦ 435,000","₦ 420,000",
"Hp ENVY 14 11TH GEN INTEL COREI7, 16GB/1TB SSD, NVIDIA GTX (4GB), TOUCH/BACKLIT KEYS, FP, WINS 11","₦ 2,195,000","₦ 1,900,000",
Hp ProBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 200,000","₦ 190,000",3.5 out of 5(2)
"Hp Pavilion X360 2-in-1 14-ek0059nia, Core I7-1255U, 16GB RAM, 512GB SSD, Touch, Backlit Keyboard","₦ 1,200,000","₦ 1,100,000",
Lenovo Ideapad Intel Celeron 1TB HDD 4GB RAM Win 10 PRO + 32GB Flash& Led Lamp,"₦ 217,000","₦ 193,000",
"Lenovo Ideapad 15 10th Gen, Intel Core I3 12GB RAM,1TB HDD Wins 10+ 32GB Flash Drive","₦ 319,000","₦ 299,300",
Hp Laptop 14 Intel Core I3 512GB SSD 8GB RAM TOUCHSCREEN WIN10,"₦ 530,000","₦ 447,280",
Lenovo Laptop 15 INTEL CELERON Quad Core 8GB RAM -1TB HDD Windows 10 PRO + USB Light For Keyboard,,"₦ 300,000",
Lenovo Ideapad Intel Celeron 4GB Ram 500GB HDD)N 4000 Wins 10+ 32GB FLASH DRIVE,"₦ 200,500","₦ 185,800",3.8 out of 5(20)
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10,"₦ 490,000","₦ 179,999",
Asus Vivobook X1400MA-BV638W Intel Celeron 4GB RAM 256GB SSD 14 Windows 11 Backlite Keyboard,"₦ 269,990","₦ 209,990",
DELL Vostro 3400 14 Inches FHD  (11th Gen Intel I5-1135G7 / 8GB / 1TB / Win 10 ),,"₦ 459,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 780,000","₦ 515,000",4 out of 5(1)
Lenovo Ideapad 3- INTEL CORE I7 1TB 16GB RAM 11TH GEN WINS 10 PRO + FREE BAG,"₦ 700,000","₦ 680,500",
Hp EliteBook 840 G5 Intel Core I5-12GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,"₦ 500,000","₦ 370,000",5 out of 5(3)
Hp ProBook11 X360 ConvertibleTouchscreen Intel Celeron-4GB DDR4/256GB SSD Win 10 Pro + MOUSE,"₦ 550,000","₦ 165,000",4.5 out of 5(2)
Hp Stream 11 Intel Celeron D/C 4GB RAM- 64GB HDD WIN 10+ BAG,"₦ 390,000","₦ 103,000",5 out of 5(1)
Lenovo Ideapad Intel Celeron 256GB SSD/4GB RAM Win 10+ 32GB Flash& USB Light For Keyboard,"₦ 189,000","₦ 175,000",
"Msi STEALTH 17STUDIO, I9, 13GEN, 2TB/32GB, RTX4080","₦ 3,510,000","₦ 3,250,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 750,000","₦ 515,000",5 out of 5(1)
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10,"₦ 390,000","₦ 179,999",
"Hp CHROMEBOOK 14 , X360 INTEL CELERON,TOUCHSCREEN 4GB RAM,32GB SSD +Bag","₦ 300,000","₦ 200,000",5 out of 5(1)
"Hp VICTUS 15 GAMING I5 512GB SSD 8GB RAM 15.6"" WIN11 4GB NVIDIA BACKLIT Keyboard +FREE POUCH","₦ 877,000","₦ 815,000",
"Hp 255 G8 AMD ATHLON 3150U 1TB HDD 4GB 15.6"" HD WINS 10 + Free 32gb Flash Drive","₦ 297,750","₦ 260,000",4 out of 5(6)
"Hp Pavilion 15 11th Gen-Core-i5 16GB/1TB SSD Backlit Keyboard,Nvidia Graphics Mx350 Windows 11","₦ 768,000","₦ 745,000",5 out of 5(2)
"Hp Stream 11 Intel Celeron (4GB RAM,32GB SSD+ 32GB Flash+ Mouse+ USB Light For Keyboard) SSD11.6Inch Wins 10",,"₦ 115,000",
"Lenovo Ideapad Intel Celeron 4GB RAM 1TB HDD 15.6"" Wins 10pro+ Mouse","₦ 197,000","₦ 183,700",4.7 out of 5(3)
Hp ENVY 14 X360 13TH GEN INTEL CORE I5 8GB RAM 512GB SSD TOUCH/BACKLIT KEYBOARD FP READER WINS 11,"₦ 895,000","₦ 800,000",
Lenovo Ideapad 15 Inch Intel® Celeron® 4GB RAM DDR4 - 1TB HDD Windows 11 +USB LIGHT & 32GB Flash,"₦ 650,000","₦ 250,000",
Hp Notebook 11 - 256GB SSD Intel CELERON Q/C- TOUCH 4GB RAM Windows 10 Pro+ USB Light For Keyboard,"₦ 195,000","₦ 190,000",
"Asus ROG STRIX SCAR 16 13TH GEN INTEL CORE I9 32GB RAM 1TB SSD RTX 4080 (12GB GDDR6) 16"" QHD WINS 11","₦ 3,500,000","₦ 3,350,000",
"Asus X515EA Intel Core I7-1165G7 15.6"" 8GB RAM/256GB SSD Win 11","₦ 599,000","₦ 525,000",
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 390,000","₦ 360,000",4.4 out of 5(12)
Hp SPECTRE 14 X360 12TH GEN INTEL CORE I7 16GB RAM 1TB SSD BACKLIT KEYBOARD FP READER WINS 11,"₦ 1,700,000","₦ 1,650,000",
"DELL CHROMEBOOK 11, 4GB RAM, 16GB SSD + 32GBFLASH","₦ 120,000","₦ 90,000",
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11+ Flash Drive","₦ 390,500","₦ 353,500",
Hp Stream 11 Pro - 64GB SSD- Intel Celeron  4GB DDR4 RAM WIN10 Pro + USB Light For Keyboard&Mouse,"₦ 170,000","₦ 103,500",4.8 out of 5(5)
"Hp PAVILION GAMING 15 11TH GEN INTEL CORE I5 8GB RAM 512GB SSD RTX 3050 15.6"" FHD WINS 11","₦ 930,000","₦ 890,000",4.6 out of 5(5)
Hp ProBook 11 Intel Pentium 128GB SSD 4GB RAM WIN10 Pro + Bag,,"₦ 182,000",1.5 out of 5(2)
"Hp Pavilion Gaming 15 11th Gen Intel Core I7, 8GB/512SSD+1TB HDD, Nvidia RTX 4GB, WINS 11+ Headset","₦ 1,225,000","₦ 1,150,000",
"Hp 15 Touchscreen Intel Core I3-(8GB Ram,1TB HDD) Windows 10","₦ 425,000","₦ 410,000",4.4 out of 5(9)
"Hp 15 10th Gen Touchscreen Intel Core-i3 1TB, 8GB RAM Wins 10","₦ 390,000","₦ 370,600",
"Hp Pavilion 15 12th Gen Intel Core I5 16GB RAM/512GB SSD Backlit Keyboard 15.6"" Touch Win 11","₦ 720,000","₦ 710,000",5 out of 5(1)
"Hp Envy X360 15-Ed1029nia Core I5 , 8gb,512 Ssd, Windows 8,Fingerprint,Backlit ,Touchscreen",,"₦ 759,000",
DELL Vostro 15 Hybrid- Intel Core I3- 8GB RAM/Backlit Keyboard/1TB HDD + 256GB SSD- Windows 11 + Mouse,"₦ 400,000","₦ 399,999",
Hp Notebook 15 Intel Core I5 -10210U -10th Gen - 8GB RAM - 1TB HDD - Win 10 PRO +HP MOUSE & USB LIGHT,"₦ 500,000","₦ 330,000",
Hp 15 10th Gen Intel Core I5 8GB RAM 1TB HDD 2GB NVIDIA WIN 10,"₦ 525,000","₦ 505,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 138,000","₦ 130,000",
"DELL Latitude 3150 Intel Pentium 4GB RAM, 500GB HDD Windows 10 + Keyboard Flash Light","₦ 210,000","₦ 145,000",
Hp Laptop 15 INTEL CELERON Quad Core 8GB RAM/256GB SSD Windows 11 + USB Light For Keyboard,"₦ 489,999","₦ 348,000",
"DELL ALIENWARE M16 R1,CORE I9-13900HX,4TB SSD/32GB RAM,16GB RTX 4090 GRAPHICS,16"" QHD+ DISPLAY,WIN 11",,"₦ 6,500,000",
Hp Laptop 15 INTEL CELERON Quad Core 8GB RAM -1TB HDD Windows 11 + USB Light For Keyboard,,"₦ 300,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 300,000","₦ 103,000",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro,"₦ 669,000","₦ 395,000",4.3 out of 5(6)
"Hp 255, AMD DUAL CORE, 500gb Hdd, 4gb Ram, Webcam, Bluetooth, Win 10.",,"₦ 290,000",
"Hp CHROMEBOOK 14 INTEL CELERON, 4GB RAM 32GB SSD + Keyboard Flashlight","₦ 640,000","₦ 110,000",
"Hp Envy 17 11th Gen Intel Core I7(16GB,1TB SSD)17.3 Touch/Backlit Keys Wins 10",,"₦ 1,390,000",
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11","₦ 370,000","₦ 355,000",
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN10 Pro +USB LIGHT FOR KEYBOARD,"₦ 192,000","₦ 191,000",
"Hp Laptop 15-dw1211nia PC - Intel Celeron N4020, 4GB Ram, 500GB HDD",,"₦ 235,000",
"DELL XPS 15 9530 – I9, 13th GEN, 1TB/32GB",,"₦ 2,164,500",
Hp Stream 11 Pro Intel Celeron   4GB RAM- 64GB  WIN 10 + Flash,,"₦ 190,000",
"DELL XPS 15 9520:Intel Core  I7-12700H,512GB SSD16GB RAM Nvidia RTX 3050(4GB) Ti",,"₦ 1,480,000",
Hp Pavilion 14 2-in-1 11th Gen-Core I3 16GB/512SSD Win 10 + Headset,,"₦ 744,000",
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10 + 32GB Flash & USB Light For Keyboard,"₦ 198,000","₦ 179,999",
"Hp CHROMEBOOK 11, INTEL CELERON, 4GB RAM,32GB EMMC WINDOWS 10 + Bag","₦ 110,000","₦ 98,000",
Hp ProBook 11 X360- TOUCHSCREN-  Intel Pentium 128GB HDD 8GB RAM WIN10 Pro + Free Mouse,,"₦ 190,000",3 out of 5(1)
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 500,000","₦ 380,000",
"Hp 15 VICTUS GAMING, 12TH GEN INTEL CORE I5, 8GB RAM, 512GB SSD,4GB NVIDIA GTX 1650 WINS 11","₦ 890,000","₦ 850,500",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 165,900","₦ 130,000",
"DELL Latitude 3420-14"" FHD-11th Gen Intel Core I5-1135G7 Quad-Core-16GB RAM-256GB SSD-Black","₦ 615,000","₦ 511,100",
Hp 15 Inch AMD RYZEN™ 3 - 2.6GHz - 3.5GHz - AMD Radeon Graphics 12GB RAM 1TB HDD Windows 10 + Mouse,"₦ 380,000","₦ 370,000",
Hp EliteBook 840 G5 Intel Corei5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Win11 Pro+pouch Mouse,,"₦ 350,000",
DELL INSPIRON ALL IN ONE 27 CI7 13TH GEN 1TBSSD 16GB 2GB NVIDIA,,"₦ 1,404,800",
"Hp Stream 14 Intel Celeron,4GB RAM 64GB EMMC,Wins 10 In S Mode",,"₦ 205,000",4.4 out of 5(5)
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10 +32GB Flash & USB Light For Keyboard,"₦ 310,000","₦ 190,000",
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro,"₦ 155,000","₦ 140,000",5 out of 5(1)
Lenovo Ideapad 3- INTEL CORE I7 1TB 12GB RAM 11TH GEN WINS 10 PRO + FREE BAG,"₦ 690,000","₦ 676,800",
Lenovo Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ USB LIGHT FOR Keyboard,"₦ 390,350","₦ 390,000",5 out of 5(2)
"Hp Spectre 14 X360 11th Gen, Intel Core™ I7-1195G7  1TB SSD 16GB RAM 13.5"" Touch/Backlit Keys WIN11","₦ 1,679,000","₦ 1,651,500",
Hp Laptop 15 INTEL CELERON Quad Core- Backlit Key/8GB RAM -1TB HDD Windows 11 PRO+ Mouse,"₦ 400,000","₦ 340,000",
Hp 15 Touchscreen 11th Gen Intel Core I3 8GB RAM/256GB SSD Win 11+ Headset,"₦ 425,000","₦ 414,700",
"Hp Pavilion 15 11th Gen Intel Core I7 16GB, 512 SSD Backlit Keyboard , 2GB Nvidia Graphics Mx450 , Win 10",,"₦ 789,000",4 out of 5(1)
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 450,000","₦ 395,000",4.1 out of 5(7)
Hp Pavilion 15 11th Gen Intel Core I7 16GB/ 512 SSD Win 11,,"₦ 770,000",
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 493,000","₦ 370,000",4.3 out of 5(9)
DELL Vostro 15-inch Laptop- Intel Core I3- 8GB RAM 11th GEN 512 SSD - Windows 11+USB Light For Keyboard,"₦ 560,000","₦ 495,000",
Asus ROG- 13TH GEN CORE I9-13980HX  DDR5 32GB 1TB 12GB GDDR6,"₦ 2,987,980","₦ 2,900,567",
Asus Notebook Intel Core I3-10110U 4GB RAM 1TB HDD 14-inches Display FHD Win 10,"₦ 335,000","₦ 300,500",
"Lenovo Yoga 9 2-in-1 Core I7-1360P 512GB SSD/16GB RAM ""14"" 2.8K OLED Touch/Backlit Fingerprint WIN 11 Pro",,"₦ 1,450,000",
Msi STEALTH 17 STUDIO A13VI,,"₦ 4,300,000",
"Toshiba Dynabook Portege 13 X360 11th Gen, Intel Core I5 16GB RAM, 1TB SSD, Touch/Backlit Keys WINS 10",,"₦ 695,000",
Asus ROG Flow Z13 Gaming GZ301ZC Intel Core I7-12700H 16GB 512GB 4GB NVIDIA Windows 10,"₦ 1,999,990","₦ 1,889,900",
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10,"₦ 450,000","₦ 179,999",
Asus ROG STRIX G614J 13TH GEN CORE I7 512GBSSD 16GBRAM 8GB NVIDIA,,"₦ 1,790,800",
Mini ITX Computer Case HTPC Host Chassis Black,"₦ 112,543","₦ 59,231",
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 700,000","₦ 515,000",
"Asus ROG Flow Z13 (2022) Gaming Laptop Tablet, 13.4” 120Hz FH - Intel Core I7-12700H, 16GB/512GB SSD","₦ 1,820,000","₦ 1,759,900",
Hp STREAM 11 PRO G4 EE INTEL CELERON 64GB SSD 4GB RAM WIN 11,,"₦ 95,000",
"Lenovo Ideapad 5 11th Gen Intel Core I7 8GB RAM 512GB SSD Backlit Keyboard FP Reader 14"" Wins 11",,"₦ 680,000",5 out of 5(1)
