name,actual_price,discount_price,rating
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 375,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 830,000","₦ 550,000",4.4 out of 5(5)
"Hp 250 G7 Intel Core I3 (4GB,500GB HDD + Free Mouse And Led Lamp) 15.6-Inch Windows 10 Laptop","₦ 370,000","₦ 355,800",3 out of 5(3)
"Hp 15 10th Gen Intel Core I3 (12GB,1TB HDD)Touchscreen Wins 10","₦ 425,000","₦ 418,950",
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro,"₦ 900,000","₦ 375,000",3 out of 5(3)
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 375,000",
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 200,000","₦ 190,000",
Hp ProBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 250,000","₦ 190,000",3.6 out of 5(5)
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10 +32GB Flash & USB Light For Keyboard,"₦ 310,000","₦ 190,000",
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD -4GB RAM Windows 10 + 32GB Flash & USB Light For Keyboard,"₦ 296,000","₦ 190,000",
DELL Vostro 15 Laptop- Intel Core I3- 16GB RAM/512GB SSD/11th GEN- Windows 11+ USB Light For Keyboard,"₦ 450,000","₦ 400,000",
Hp Notebook 15 Intel Pentium Quad Core 8GB RAM 500GB HDD WIN 10,,"₦ 290,000",
"Hp ENVY 14 11TH GEN INTEL COREI7, 16GB/1TB SSD, NVIDIA GTX (4GB), TOUCH/BACKLIT KEYS, FP, WINS 11",,"₦ 1,900,500",
Hp Stream 11  Intel Celeron 128GB 4GB RAM Touchscreen WIN10 Pro,"₦ 250,000","₦ 130,000",
"Hp Pavilion 15 11th Gen-Core-i5 512GB SSD/8GB Backlit Keys,Nvidia Graphics Mx350 Wins 10","₦ 740,000","₦ 705,000",
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 385,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 600,000","₦ 550,000",
Hp Laptop 15 INTEL CELERON Quad Core- Backlit Keyboard 8GB RAM -1TB HDD Windows 11 PRO+ Mouse,,"₦ 300,000",
"DELL ALIENWARE M16 R1 INTEL CORE I7-13700HX,1TB SSD/32GB RAM,8GB RTX 4070 NVIDIA,16"" QHD+ DISPLAY,WIN 11",,"₦ 3,500,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 700,000","₦ 515,000",
Hp Pavilion 15 X360 11th Gen Intel Core I3 512 SSD/16GB RAM Win 10 + Mouse,"₦ 780,000","₦ 740,600",
Hp Stream 11 Pro G5 TOUCHSCREEN- 128GB SSD- Intel Celeron 4GB DDR4 RAM WIN10 Pro + Bag,"₦ 200,000","₦ 180,000",5 out of 5(1)
"Della Q VOSTRO 3510 15 11TH GEN INTEL CORE I7 12GB RAM 512GB SSD 15.6"" FHD WINS 11 PRO",,"₦ 990,000",
"Lenovo IDEAPAD 15 12TH GEN, INTEL CORE I3 8GB RAM 256GB SSD 15.6""FHD WINDOWS 11","₦ 360,000","₦ 340,500",
DELL Vostro 14  Intel Core I3(1TB HDD 8GB RAM)Windows 10 +Free Mouse,"₦ 380,000","₦ 365,700",4 out of 5(5)
"Hp 250 G8 11TH GEN INTEL CORE I3 12GB RAM 1TB HDD 15.6"" HD WINS 10 + FREE LED LAMP","₦ 380,000","₦ 375,500",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 180,900","₦ 130,000",
"Hp Pavilion 15 11th Gen-Core-i5 1TB SSD/8GB Backlit Keys/Touchscreen,Nvidia Graphics Mx350 Windows 11","₦ 755,000","₦ 730,700",
"Lenovo IDEAPAD 15 12TH GEN, INTEL CORE I3 12GB RAM 256GB SSD 15.6""FHD WINDOWS 11",,"₦ 350,000",
"Hp Stream 11 Pro G4 Education Edition, 11.6"", Intel Celeron N3450,Free 32GB Flash Quad-core, Ultra Slim 4GB Ram, 64GB SSD + USB Light For Keyboard","₦ 147,000","₦ 103,500",
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10,"₦ 490,000","₦ 179,999",
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Windows 10+ USB Light For Keyboard,,"₦ 103,000",4.2 out of 5(49)
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 350,000",
Adjustable Laptop Tablet Stand Multi-angle Laptop Holder,"₦ 15,849 - ₦ 17,024","₦ 9,509 - ₦ 10,214",
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 750,000","₦ 550,000",
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10 + 32GB Flash & USB Light For Keyboard,"₦ 250,000","₦ 179,999",
"Hp 250 G8 11TH GEN INTEL CORE I3 8GB RAM 1TB HDD 15.6"" HD WINS 10 + Flash Drive","₦ 370,000","₦ 365,600",
DELL Vostro 3510 15.6-inch HD 11th Gen Intel Core I3 8GB RAM 256GB SDD Win 11 PRO,,"₦ 457,000",
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 595,000","₦ 350,000",
"Hp ENVY X360 15 Core I5(512GB SSD,8GB)Touchscreen Fingerprint","₦ 830,000","₦ 785,000",
"DELL Latitude 3150 Intel Pentium 8GB RAM, 500GB HDD Windows 10 + Keyboard Flash Light","₦ 200,000","₦ 165,000",
"DELL Latitude 3150 Intel Pentium 8GB RAM, 500GB HDD Windows 10 + Keyboard Flash Light","₦ 200,000","₦ 165,000",
"Hp 15 Intel Core I3-2.4Ghz Touch Screen (8GB,1TB HDD) Windows 10  Deep Gray + BAG",,"₦ 395,000",4.5 out of 5(2)
"Hp Pavilion 15 11th Gen-Core-i5 1TB SSD/8GB Backlit Keyboard,Nvidia Graphics Mx350 Windows 11",,"₦ 730,500",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD - WIN 10+ USB Light,"₦ 125,000","₦ 100,000",
DELL Vostro 15-inch Laptop- Intel Core I3- 12GB RAM/11th GEN/1TB HDD- Windows 11+ USB Light For Keyboard,"₦ 400,000","₦ 399,999",
Lenovo THINKPAD T16 GEN 1 512GB 16GB I7,,"₦ 854,100",
Hp ELITEBOOK 840 G8 11TH GEN CORE I7 16GB RAM/512 SSD BACKLIT KEYBOARD FP WINS 11 PRO,"₦ 1,070,000","₦ 1,030,000",
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 551,350","₦ 395,000",3.5 out of 5(4)
DELL Vostro 15 Laptop- Intel Core I3- 12GB RAM/512GB SSD/11th GEN- Windows 11+ USB Light For Keyboard,"₦ 450,000","₦ 400,000",
"Hp Pavilion 15 11th Gen Intel Core I7 8GB, 512 SSD Touch/Backlit Keyboard Wins 11 + Headset",,"₦ 774,000",
Hp Pavilion 14 2-in-1 11th Gen-Core-i3 512SSD/16GB /Touchscreen,"₦ 788,000","₦ 740,000",
Hp ELITEBOOK 840 G8 NB CORE I5 14.0  8GB 512GB W10P6 4L0C3EA,"₦ 890,678","₦ 880,987",
Hp Stream 11 Pro Intel Celeron   4GB RAM- 64GB  WIN 10 + Flash,,"₦ 130,000",
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,"₦ 170,000","₦ 103,500",4.3 out of 5(7)
"DELL Vostro 14"" Intel Core I3 11th Gen 8GB RAM 1TB HDD  Win10","₦ 385,000","₦ 365,500",
"Toshiba Dynabook Portege 13 X360 11th Gen, Intel Core I5 16GB RAM, 1TB SSD, Touch/Backlit Keys WINS 10","₦ 720,000","₦ 694,950",
"Lenovo ThinkPad E14, 256GB SSD, 16GB RAM AMD Ryzen 5",,"₦ 590,000",5 out of 5(1)
Hp Stream 11 Intel Celeron D/C  4GB RAM- 32GB HDD WIN 10+ BAG,"₦ 127,000","₦ 125,000",
Hp ProBook 11 Inches X360- Intel Celeron 64GB SSD- 4GB RAM Windows 10 Pro + 32GB Flash Usb Led Light,"₦ 390,000","₦ 180,000",
Hp 15 10th Gen Intel Core-i3 8GB RAM 1TB HDD Wins 10 + Free Bag,,"₦ 325,700",
"Hp PROBOOK 11 X360, TOUCHSCREEN, 4GB RAM, 128GB SSD, INTEL PENTIUM, Windows 10  + Keyboard Flashlight","₦ 200,000","₦ 180,000",2 out of 5(1)
"DELL LATITUDE 7300, INTEL CORE I7-8665U PROCESSOR","₦ 599,450","₦ 595,500",
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 695,000","₦ 515,000",
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 350,000",5 out of 5(1)
"Hp 15 11TH GEN, INTEL CORE I5, 8GB RAM, 256GB SSD, INTEL IRIS Xe, WINS 11 + Mouse","₦ 680,000","₦ 645,400",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,"₦ 600,000","₦ 375,000",4.5 out of 5(6)
DELL Vostro 15 Hybrid- 256GB HDD-8GB RAM Intel Core I3- 11TH Gen- Windows 11 Laptop + 32G FLASH,"₦ 540,000","₦ 495,000",
"Hp PAVILION 13 11TH GEN INTEL CORE I3 8GB RAM 256GB SSD BACKLIT KEYBOARD 13.3""FHD WINS 10","₦ 495,000","₦ 480,000",
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 490,000","₦ 370,000",
"Hp 15 Intel Pentium Silver 1TB HDD, 4GB RAM,Windows 10 Pro",,"₦ 283,900",
Hp Laptop 15 INTEL CELERON Quad Core- Backlit Keyboard 8GB RAM -1TB HDD Windows 11 PRO+ Mouse,,"₦ 300,000",
"Hp CHROMEBOOK 11, INTEL CELERON, 4GB RAM,16GB SSD + BAG","₦ 120,000","₦ 119,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 134,900","₦ 130,000",
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10 + MOUSE & USB Light For Keyboard,"₦ 310,000","₦ 190,000",
"Lenovo Ideapad 15.6"" Intel Celeron 4GB RAM 1TB HDD Wins 10 Pro","₦ 223,000","₦ 193,900",5 out of 5(1)
"Lenovo Ideapad 5 11th Gen Intel Core I7 8GB RAM 512GB SSD Backlit Keyboard FP Reader 14"" Wins 11","₦ 690,000","₦ 680,000",
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 500,000","₦ 350,000",
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 450,000","₦ 360,000",3.5 out of 5(2)
DELL Vostro 15 Hybrid- 1TB + 256GB SSHD-12GB RAM Intel Core I3- 11TH Gen- Windows 11 Laptop + 32G FLASH,"₦ 480,000","₦ 449,999",
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 440,000","₦ 350,000",4 out of 5(2)
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 458,000","₦ 385,000",3.8 out of 5(13)
Lenovo Ideapad 3- INTEL CORE I7 1TB 16GB RAM 11TH GEN WINS 10 PRO + FREE BAG,"₦ 693,500","₦ 685,000",5 out of 5(1)
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,"₦ 500,000","₦ 360,000",5 out of 5(1)
"DELL Latitude 3350 Intel Pentium 8GB RAM, 256GB SSD Windows 11 + Keyboard Flash Light","₦ 210,000","₦ 180,000",
Hp SPECTRE X360 14 CI7 12TH GEN 1TB SSD 16GB RAM TOUCH BACKLIT,,"₦ 1,836,800",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 140,000","₦ 130,000",
Hp ProBook11 X360-Intel Celeron 256GB 4GBRAM Windows10+MOUSE,"₦ 250,000","₦ 150,000",
"Hp ProBook 450 G9 INTEL CORE I7,12TH GEN,8GB,512GB SSD,15.6, Win11 Professional","₦ 840,000","₦ 796,000",
"Hp 250 G8 11TH GEN INTEL CORE I3 12GB RAM 1TB HDD 15.6"" HD WINS 10 + FREE LED LAMP","₦ 390,000","₦ 375,600",
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 600,000","₦ 350,000",
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Lenovo Ideapad 3-11TH GEN- INTEL CORE I7 (12GB RAM- 1TB HDD)WINS 10 PRO + Free Bag,"₦ 690,000","₦ 677,800",
"Hp Pavilion 14 11th Gen Intel Core I3,8GB RAM, 512SSD,Iris X,Backlit Keyboard Wins 10","₦ 565,000","₦ 545,800",
Hp 15 Intel Celeron N4020 8GB RAM 1TB HDD Windows 10 + Mouse,"₦ 265,000","₦ 250,500",5 out of 5(2)
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 580,000","₦ 370,000",4.5 out of 5(6)
"DELL Latitude 3150 Intel Pentium 4GB RAM, 500GB HDD Windows 10 + Keyboard Flash Light","₦ 210,000","₦ 145,000",
Hp Stream 11 Pro Intel Celeron   4GB RAM- 64GB  WIN 10 + Flash,,"₦ 130,000",
SK-30 USB Desktop Microphone With Mute Button Volume,"₦ 37,025","₦ 22,215",
"Hp 15 Intel Celeron N4020 8GB RAM, 1TB HDD, Wins 10 + Free Mouse","₦ 265,000","₦ 251,950",
"Lenovo Ideapad  Intel Celeron 1TB HDD 4GB 15.6"" Wins 10 Pro +free 32gb Flash","₦ 229,000","₦ 203,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 750,000","₦ 550,000",
Hp Laptop 15 INTEL CELERON Quad Core 8GB RAM -1TB HDD Windows 10 PRO + USB Light For Keyboard,,"₦ 300,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ 32GB FLASH+USB LIGHT,"₦ 150,000","₦ 100,000",
"Hp CHROMEBOOK, INTEL CELERON, 4GB RAM,16GB EMMC + BAG",,"₦ 110,000",4 out of 5(2)
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 750,000","₦ 550,000",
Hp Laptop 15 INTEL CELERON Quad Core 8GB RAM -1TB HDD Windows 10 PRO + USB Light For Keyboard,,"₦ 300,000",
Hp Stream 14 TOUCHSCREEN AMD Q/C 64GB HDD 4GB RAM WIN 10+ FLASH,,"₦ 220,000",
DELL Vostro 15 Hybrid- 1TB + 256GB SSHD-12GB RAM Intel Core I3- 11TH Gen- Windows 11 Laptop + 32G FLASH,"₦ 490,000","₦ 489,000",
"Hp Pavilion 14 X360 11th Gen Intel Core™ I3,8GB RAM 512 SSD Backlit Keyboard, Wins 11 + Free Bag","₦ 785,000","₦ 725,000",
Hp Stream 11 Pro Intel Celeron   4GB RAM- 64GB  WIN 10 + Flash,,"₦ 130,000",
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 380,000",
"Hp 15 TOUCHSCREEN 11TH GEN INTEL CORE I3 8GB RAM 256GB SSD 15.6"" WINS 11","₦ 415,000","₦ 405,000",
Hp Notebook 240 G8 Intel Core I3 10th Gen Core I3 1TB HDD -8gb Ram Wins 11 +USB LED LIGHT & 32GB FLASH,"₦ 500,000","₦ 489,999",
"Hp 15 Touchscreen Intel Core I3-10110U,8GB,1TB HDD,Wins 10 + Free Mouse","₦ 499,000","₦ 405,000",4.3 out of 5(4)
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I5 12GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11,"₦ 675,000","₦ 630,000",
"Hp Notebook 14 Intel Celeron 8GB RAM, 256 SSD, Windows 10 Home",,"₦ 250,000",
"DELL CHROMEBOOK 11, INTEL CELERON,4GB RAM,16GB SSD","₦ 200,000","₦ 150,000",
DELL Vostro 15 Hybrid- 1b SSHD-16GB RAM Intel Core I3- 11TH Gen- Windows 11 Laptop + 32G FLASH,"₦ 490,000","₦ 489,000",
"Hp 15 11TH GEN, INTEL CORE I5, 12GB RAM, 256GB SSD, INTEL IRIS Xe, WINS 11","₦ 678,000","₦ 649,900",
"Asus Zenbook 14 UX425EA Intel Core I5 14"" FHD (8GB/256GB SSD)  Win 11 + FREE 1TB External HDD","₦ 589,990","₦ 552,990",
"Hp Pavilion 15 X360 12th Gen Intel Core I3,8GB RAM 512 SSD, Touch/Backlit Keys, Wins 11",,"₦ 720,440",5 out of 5(1)
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO &USB Light For Keyboard,"₦ 150,000","₦ 145,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD WIN 10+ 32GB FLASH,"₦ 130,000","₦ 100,000",
Hp Stream 11 Pro G5 TOUCHSCREEN- 128GB SSD- Intel Celeron 4GB DDR4 RAM WIN10 Pro + Bag,"₦ 200,000","₦ 180,000",5 out of 5(1)
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 700,000","₦ 550,000",5 out of 5(1)
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 750,000","₦ 550,000",4 out of 5(1)
"DELL Latitude 3150 Intel Pentium 8GB RAM, 500GB HDD Windows 10 + Keyboard Flash Light","₦ 200,000","₦ 165,000",
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 600,000","₦ 360,000",
"Hp STREAM 11, INTEL CELERON, 64GB SSD, 4GB RAM + USB LIGHT","₦ 110,000","₦ 100,000",
Hp Laptop 15 INTEL CELERON Quad Core- Backlit Keyboard- 16GB RAM -1TB HDD Windows 10 PRO+ Mouse,,"₦ 300,000",
"Fujitsu LIFEBOOK A3511 Laptop 15.6"", Core I3, 8GB, 256GB SSD, Win 11",,"₦ 1,044,900",
"Hp CHROMEBOOK 11 G4,INTEL CELERON,4GB RAM,32GB SSD+USB Light",,"₦ 140,000",
"DELL Latitude 3410 14"" Core I3 10th Gen - 8GB RAM - 500 HDD Wins 10 Pro","₦ 395,000","₦ 385,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 750,000","₦ 550,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 695,000","₦ 515,000",
One Flexible USB LED Lights For Laptop And Desktop Keyboard,"₦ 3,000","₦ 1,500",
Hp Laptop 15 INTEL CELERON Quad Core- Backlit Key/8GB RAM -1TB HDD Windows 11 PRO+ Mouse,,"₦ 410,000",
"DELL Chromebook 3400 - 14"" - Celeron - 4 GB RAM - 32 GB EMMC + Flash",,"₦ 119,000",
"Hp Pavilion 15 11th Gen-Core-i5 16GB/1TB SSD Backlit Keys,Nvidia Mx350 Windows 11 + Free Bag","₦ 785,000","₦ 750,990",
Asus X509J Intel Corei3 10th Gen 1TB HDD 4GB RAM Win10+pouch Mouse,"₦ 430,000","₦ 270,000",
"Hp 15 Intel Pentium Silver (8GB RAM,500HDD)Wins 10+ Led Light","₦ 320,000","₦ 292,500",
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I5 12GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11 + MOUSE,"₦ 675,000","₦ 630,900",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ 32GB FLASH,"₦ 150,000","₦ 100,000",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 370,000",4.3 out of 5(6)
Hp Notebook 15- Intel Core I3 -16GB RAM- Backlit Keyboard/1TB HDD 11TH GEN- Windows 11 + Mouse,,"₦ 400,000",
"Hp Notebook 15 Intel Pentium  TOUCHSCREEN (4GB RAM, 500GB HDD- 32GB Flash+ Mouse- USB Light For Keyboard) Windows 10 Laptop",,"₦ 370,000",
Hp SPECTRE 14 X360 12TH GEN INTEL CORE I7 16GB RAM 1TB SSD BACKLIT KEYBOARD FP READER WINS 11,"₦ 1,700,000","₦ 1,652,200",
Msi Prestige 16Studio A13VE 13TH GEN CI7 1TBSSD 32GB 6GB NVIDIA,,"₦ 1,504,800",
Hp IDEAPAD 15 - 12GB RAM- 1TB HDD - INTEL CORE I3 - WINDOWS 11 + USB LIGHT For Keyboard,,"₦ 480,000",
Hp Stream 14-Intel Celeron 4GB RAM 32GB SSD Win 10+ 32gb Flash,,"₦ 205,000",4.3 out of 5(4)
Hp Pavilion 15 10th Gen Core I5 12GB/512GB Win 10,,"₦ 690,500",5 out of 5(1)
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN10 Pro+32GB FLASH & USB LIGHT FOR KEYBOARD,"₦ 390,000","₦ 180,000",
"Hp Pavilion 14 X360 11th Gen Intel Core™ I7,1TB SSD, 16GB RAM, Backlit Keyboard,14""Touchscreen Wins 11",,"₦ 940,000",
Hp Laptop 15 INTEL CELERON Quad Core 16GB RAM/256GB SSD Windows 11 + USB Light For Keyboard,"₦ 419,000","₦ 348,000",
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 458,000","₦ 385,000",5 out of 5(1)
"Toshiba Dynabook Satellite Pro 15 11th Gen, Intel Core I5 8GB RAM, 256GB SSD, Intel Iris Xe WINS 11 + Mouse","₦ 455,000","₦ 445,500",
"Lenovo 15 AMD Quad Core  1TB HDD, 4GB RAM, 32GB Flash- HP Webcam, DTS Studio Sound™; Dual Speakers, Wins 10",,"₦ 235,000",
Lenovo Ideapad 15.6 - Intel Core I3 - 16GB RAM -256GB SSD  Windows 10 PRO + Mouse,,"₦ 350,000",
"Hp 15-DW1259NIA COREI5, 10TH GEN ,512SSD ,8GB ,15.6, WIN10, JET BLACK , 1 YEAR CHANNEL WARRANTY","₦ 650,000","₦ 470,000",
Hp ProBook 11 X360- TOUCHSCREEN Intel PENTIUM 128GB SSD 4GB RAM WIN10 Pro RED + 32GB FLASH,"₦ 190,000","₦ 189,999",
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 500,000","₦ 350,000",
Bdf P30 10.1In Portable Tablet MTK6762 4GB+64GB 1280*800 Android,"₦ 211,650","₦ 117,580",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 370,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 140,000","₦ 130,000",
DELL PRECISION 7750 XEON W-10TH GEN 32GB 512SSD 6GB NVIDIA WIN 10,,"₦ 1,350,000",
Hp Laptop 15 INTEL CELERON Quad Core- Backlit Key/16GB RAM -1TB HDD Windows 10 PRO+ Mouse,"₦ 350,000","₦ 300,000",
Hp ELITEBOOK 840 G8 UMA I7 14.0 16GB DDR4 SSD 512GB  W11P64,"₦ 1,890,000","₦ 1,509,879",
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +BAG,"₦ 500,000","₦ 360,000",5 out of 5(1)
"DELL Precision 3561 11th Gen Intel Core I5 512 SSD,16GB RAM Backlit Keys Wins 10 Pro+ Free Bag","₦ 699,000","₦ 690,500",4.5 out of 5(2)
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 370,000",4.5 out of 5(28)
Hp Stream 11 Intel Celeron D/C  4GB RAM- 32GB HDD WIN 10+ BAG,,"₦ 170,000",
Hp Laptop 15 INTEL CELERON Quad Core- Backlit Keyboard 8GB RAM -1TB HDD Windows 10 PRO+ Mouse,,"₦ 300,000",
"Hp 14 12TH GEN INTEL CORE I3 Up To 4.4GHz 4GB RAM 256GB SSD 14"" FHD WINDOWS 10+ Flash Drive","₦ 370,000","₦ 353,700",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,"₦ 500,999","₦ 360,000",5 out of 5(1)
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD,"₦ 194,000","₦ 189,000",
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 440,000","₦ 350,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ 32GB FLASH,"₦ 150,000","₦ 100,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 600,000","₦ 550,000",
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I5 16GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11,"₦ 680,000","₦ 650,000",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 370,000",
Hp Notebook 15- Intel Core I3-KEYBOARD LIGHT 16GB RAM - 1TB HDD Windows 11,"₦ 370,000","₦ 355,000",
"Hp 15 Touchscreen Intel Core I3-10110U,12GB,1TB HDD Wins 10","₦ 445,000","₦ 420,600",
