name,actual_price,discount_price,rating,brand,processor,ram,storage_type,storage_size
Hp EliteBook 840 G5 Intel Core I5-16GB RAM 512GB SSD Backlit Keyboard FP Reader Windows 11 Pro + BAG,550000.0,360000.0,3.9,Hp,Intel Core,16GB RAM,SSD,16GB
Hp EliteBook 840 G5 Intel Core I5-8GB RAM 512GB SSD Backlit Keyboard FP Reader Wins 11 Laptop +BAG,520000.0,360000.0,4.5,Hp,Intel Core,8GB RAM,SSD,8GB
Hp EliteBook 840 G5 Intel Core I5-16GB RAM 1TB SSD Backlit Keyboard FP Reader Windows 11 Pro,690000.0,395000.0,1.5,Hp,Intel Core,16GB RAM,SSD,16GB
"Lenovo Intel Celeron 4gb, 128gb, Wins 10 11.6"" + Free Mouse",185000.0,175500.0,1.5,Lenovo,Intel Celeron,,,
Hp ProBook 11 X360- TOUCH- 128GB SSD 4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,195000.0,184000.0,3.5,Hp,Intel CELERON QUAD CORE,4GB RAM,SSD,128GB
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD - WIN 10+ USB Light,125000.0,100000.0,4.3,Hp,Intel Celeron,4GB RAM,SSD,4GB
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM 512GB SSD Backlit Keyboard FP Reader Windows 11 Pro + BAG,490000.0,360000.0,4.2,Hp,Intel Core,8GB RAM,SSD,8GB
Hp 250 G8 11th Gen Intel Core I7 (1TB HDD 16GB RAM) Wins 10 Pro,730000.0,689000.0,4.5,Hp,Intel Core,16GB RAM,HDD,1TB
Hp Stream 11 Intel Celeron Quad Core 4GB RAM   64GB SSD Windows 10 + USD LIGHT,570000.0,103000.0,4.2,Hp,Intel Celeron,4GB RAM,SSD,4GB
Hp ProBook 11 X360- TOUCH- 128GB SSD 4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,200000.0,190000.0,3.8,Hp,Intel CELERON QUAD CORE,4GB RAM,SSD,128GB
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10,450000.0,179999.0,3.2,Lenovo,Quad Core,4GB RAM,SSD,64GB
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM 512GB SSD Backlit Keyboard FP Reader Windows 11 Pro +MOUSE,940000.0,395000.0,3.5,Hp,Intel Core,16GB RAM,SSD,16GB
Hp EliteBook 840 G5 Intel Core I5-16GB RAM 512GB SSD Backlit Keyboard FP Reader Windows 11 Pro + BAG,560000.0,360000.0,4.8,Hp,Intel Core,16GB RAM,SSD,16GB
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD,650000.0,200000.0,3.9,Hp,Intel Celeron,4GB RAM,,256GB
Hp 15 AMD ATHLON SILVER 12GB RAM 1TB HDD Windows 10 + Free Mouse,325000.0,280700.0,4.1,Hp,15 AMD,12GB RAM,HDD,12GB
Hp ProBook 11 X360- TOUCH- 128GB SSD 4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,200000.0,190000.0,4.5,Hp,Intel CELERON QUAD CORE,4GB RAM,SSD,128GB
Hp ProBook 11 X360- TOUCH- 128GB SSD 4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,200000.0,190000.0,4.3,Hp,Intel CELERON QUAD CORE,4GB RAM,SSD,128GB
